"기준_년분기_코드","서울시_코드","서울시_코드_명","서비스_업종_코드","서비스_업종_코드_명","당월_매출_금액","당월_매출_건수","주중_매출_금액","주말_매출_금액","월요일_매출_금액","화요일_매출_금액","수요일_매출_금액","목요일_매출_금액","금요일_매출_금액","토요일_매출_금액","일요일_매출_금액","시간대_00~06_매출_금액","시간대_06~11_매출_금액","시간대_11~14_매출_금액","시간대_14~17_매출_금액","시간대_17~21_매출_금액","시간대_21~24_매출_금액","남성_매출_금액","여성_매출_금액","연령대_10_매출_금액","연령대_20_매출_금액","연령대_30_매출_금액","연령대_40_매출_금액","연령대_50_매출_금액","연령대_60_이상_매출_금액","주중_매출_건수","주말_매출_건수","월요일_매출_건수","화요일_매출_건수","수요일_매출_건수","목요일_매출_건수","금요일_매출_건수","토요일_매출_건수","일요일_매출_건수","시간대_건수~06_매출_건수","시간대_건수~11_매출_건수","시간대_건수~14_매출_건수","시간대_건수~17_매출_건수","시간대_건수~21_매출_건수","시간대_건수~24_매출_건수","남성_매출_건수","여성_매출_건수","연령대_10_매출_건수","연령대_20_매출_건수","연령대_30_매출_건수","연령대_40_매출_건수","연령대_50_매출_건수","연령대_60_이상_매출_건수"
"20223","11","서울시","CS300021","문구","355680904267","11398861","330110504046","25570400221","59851103643","63939050588","68526129146","69151669316","68642551353","17373197260","8197202961","15324312","58435648545","114818957385","134125900454","47165470528","1119603043","84784161073","67744169281","2062059193","16136624289","25384732741","39626353801","41435518244","27883044004","9671438","1727423","1730402","1921555","2005326","2018129","1996026","1119160","608263","2280","1471883","3449047","3725988","2640166","109497","4204753","4790150","333235","1644580","1901368","2467327","1607034","1041368"
"20223","11","서울시","CS300020","서적","114318465491","2167913","99136663684","15181801807","22251210914","19706518131","19271759312","21216732583","16690442744","8390099579","6791702228","4141919","13808224448","33813903989","41837867534","23116289977","1738037624","46062716513","53530458117","2075324700","7407914836","15063033590","34353476483","28811652915","11884650995","1595467","572446","323335","313396","317718","329626","311392","265328","307118","140","199382","559080","698134","652090","59087","889101","1214785","109113","272160","325300","720717","480324","196297"
"20223","11","서울시","CS300019","의료기기","251329893242","676123","238276240878","13053652364","35348071200","54084893710","47530228516","46986969385","54326078067","9750130576","3303521788","0","34460669882","87899510057","107548956070","21389009118","31748115","176365814949","63500088816","7982948","4632988052","14555534010","77246911830","73811632126","69610854802","567385","108738","103421","114274","116848","111317","121525","77632","31106","0","122288","255241","237269","60907","418","386196","271316","445","20079","47812","128553","157288","303333"
"20223","11","서울시","CS300018","의약품","1669093422822","79418796","1498364491718","170728931104","302905245811","316969151408","290789456245","280658390610","307042247644","145553688890","25175242214","409677408","387414508682","489899132050","510571852217","271721319728","9076932737","812603260553","782709040243","3052158102","98703018086","226478550193","334554483341","406695258523","525828832550","67844737","11574059","13943946","13791689","12793471","13177544","14138087","9472167","2101892","32992","16830468","21717169","22099298","17986907","751962","36610721","42560297","437781","9518669","15138609","16310886","16908513","20856571"
"20223","11","서울시","CS300017","시계및귀금속","282995150253","795760","209588774182","73406376071","37055686837","37514486440","38416231651","49112153268","47490215986","42478066737","30928309334","0","14271197028","88853858038","113326762537","65342068068","1201264582","128787575728","135565679455","1162093469","26346591878","48741799710","63481013933","59618136488","64999960959","596646","199114","109582","110768","112761","125191","138344","119760","79354","0","39202","227953","312764","207367","8474","317040","428035","12381","128235","169306","136964","153700","144433"
"20223","11","서울시","CS300016","안경","132189864216","1496281","95373468516","36816395700","18606703262","18554489166","18663109116","19152518958","20396648014","22512913292","14303482408","295808","6818571761","32438045396","41270867278","49273064458","2389019515","61060296487","69780603143","1202758194","24297815420","24565003716","31089310751","30546803417","19139046507","1108554","387727","207234","214078","217956","224660","244626","232669","155058","6","73162","338568","424042","618389","42114","539318","952364","40518","470307","300180","275149","259120","146400"
"20223","11","서울시","CS300015","가방","42986079184","1142894","29136516448","13849562736","5381501876","4697192146","6891891678","5594221945","6571708803","7174040454","6675522282","19774766","1262259245","10547645388","15730521857","14180699352","1245178576","13878023114","27773260156","381304496","7765367458","9474570053","8876906157","7613785111","7539350002","740921","401973","140627","124690","145881","148238","181485","207118","194855","1442","37775","253480","372360","425301","52536","350516","782808","26796","296870","250870","214458","177124","167207"
"20223","11","서울시","CS300014","신발","103921931989","1276430","72274296033","31647635956","12907660351","13326409762","15424707568","13488664920","17126853432","17646464081","14001171875","326134775","7916900508","28384400167","34950253618","30226179202","2118063719","47552510363","50522661603","820352837","16537025242","24295725771","15299000310","19103713726","22017301415","888083","388347","166302","160474","175949","175092","210266","215865","172482","2164","93614","341495","425612","384638","28907","542452","686541","11721","212048","235201","183909","235693","350335"
"20223","11","서울시","CS300011","일반의류","1555443912325","22885780","989479671636","565964240689","170284378924","178038921403","199914716835","197999064596","243242589878","309797976287","256166264402","3907223462","36281288521","383412868621","569465260766","525492606427","36884664528","563489737452","953753403833","10258546946","217510915074","332867602971","328122891381","337316462272","291166184753","14608866","8276914","2619156","2606963","2918998","2928026","3535723","4442177","3834737","164117","687089","5761978","7775597","7866694","630305","7921646","14832600","257204","3974671","4723218","4811467","4803330","4184356"
"20223","11","서울시","CS300010","반찬가게","855484731780","28929674","733666792449","121817939331","128888750045","138728557050","156011670268","141259332431","168778482655","89519051874","32298887457","141687702433","190287752118","206720122318","180463021579","102413174076","33912959256","361515715000","340310774262","894692175","38596599505","102555791219","163371642242","175975800054","220424829916","23793914","5135760","4291224","4642072","4757479","4867189","5235950","3186703","1949057","1436336","5866167","9241684","6297599","5353211","734677","13196248","13766952","145156","4381285","6120432","5394865","5716054","5205043"
"20223","11","서울시","CS300009","청과상","986591125681","29993001","747723878763","238867246918","130325445056","134382539169","149588902051","162626059183","170800933304","153791241372","85076005546","12833238894","234417868015","283860720536","277042528226","166465549329","11971220681","421150037463","475075084001","208334090","26461622654","65598653480","129874906350","231202957875","442912580406","21518998","8474003","3636282","3878556","4278496","4570494","5155170","5153449","3320554","156957","5158040","8194516","9154503","6810750","518235","12433332","16660301","19199","933532","2584328","4496655","7309918","13752087"
"20223","11","서울시","CS300008","수산물판매","1081420957233","17598437","647993449082","433427508151","104293881626","99461686901","119628794475","124829291274","199779794806","266487387745","166940120406","27028710657","172141589248","240174900913","269925119507","343546530286","28604106622","562401411819","403686140924","588605773","65458832819","177270740099","182303331872","223212591809","317253450392","10852654","6745783","1754467","1701272","1938863","2186721","3271331","4048082","2697701","241830","2689895","4198821","4824157","5269776","373958","8725861","7948754","11969","1068503","2577938","2877647","3934045","6204471"
"20223","11","서울시","CS300007","육류판매","824845883881","15987753","642456236654","182389647227","94382974129","115352139371","124369074054","144340211123","164011837977","117522741962","64866905265","9680835249","157167163097","217696524257","235346450054","192714962494","12239948730","333990328091","428104462532","281682522","21599128559","78900712680","127742097967","210252215402","323321142024","11717376","4270377","1961221","2072821","2172168","2508759","3002407","2592095","1678282","94125","2296539","3612915","4412982","5290590","280602","6656139","8995427","16285","642456","1835481","2840786","4445122","5871499"
"20223","11","서울시","CS300006","미곡판매","130422286929","2471457","114007903367","16414383562","19257231262","24628752731","22726784983","25271113017","22124021374","13352520145","3061863417","7915244427","46704338636","27899256763","33099473326","14024060183","779913594","42165091308","61407146532","15573931","2055692551","6807695378","13710113807","24842123836","56143482849","1997268","474189","360838","371262","400051","422926","442191","358960","115229","90040","626227","611615","709891","408695","24989","954926","1322938","2214","51129","168519","295308","539224","1221498"
"20223","11","서울시","CS300004","핸드폰","105907809145","2695965","86805773447","19102035698","15410646433","17749277393","17386052919","17043762189","19216034513","12732877212","6369158486","1366705131","8151723333","24273984722","32513947736","33545747148","6055701075","53995237045","37907071873","493229932","13657789404","13443656059","25256272281","26118819297","12932541938","2150388","545577","394313","402216","422483","446043","485333","348039","197538","34553","357121","687224","685339","772940","158788","1293153","1333906","38707","605166","634507","468684","557755","322236"
"20223","11","서울시","CS300003","컴퓨터및주변장치판매","762950931155","6044194","693590897148","69360034007","122662805642","123453382370","148649161656","159382529816","139443017664","47250716657","22109317350","176797913","96174926322","235676142717","307202160451","122993459561","727444191","270674311981","114160105429","1089497191","34960036774","64428417764","120675875497","105660612964","58019977229","4874051","1170143","845551","934631","978616","951411","1163842","667056","503087","102111","968901","1706736","1883955","1084863","297628","2738769","2487715","171196","1780986","1068149","914104","872066","419983"
"20223","11","서울시","CS300002","편의점","1191472495304","177700252","876433757005","315038738299","162772758225","167935890309","172302339512","174904089836","198518679123","167699278212","147339460087","117825886266","186730329742","170517309613","172395758659","326938882329","217064328695","715691839214","452646845810","18031280968","298568911464","328234986768","250926523221","186077109433","86499873237","132877183","44823069","24700317","25741472","26294269","26738029","29403096","23796823","21026246","16055421","34559091","27865662","25996601","44094312","29129165","109519296","66328153","4342867","48878400","49056638","35151782","26221615","12196155"
"20223","11","서울시","CS300001","슈퍼마켓","1156167302320","109689530","848599147308","307568155012","158427081487","161992622209","165284708715","168078076821","194816658076","167714521387","139853633625","39927401855","161866369536","204161400160","238501229415","375317190663","136393710691","595864757887","505323947357","6587700634","123974825092","204357347487","242237360185","273565687664","250465784239","81202183","28487347","15263153","15720850","15925097","16237750","18055333","15200571","13286776","4507498","17091005","18308484","19686086","35046729","15049728","62148439","45979161","1768870","19010228","24333632","22885323","22477927","17651579"
"20223","11","서울시","CS200037","노래방","115653297676","4193364","76468009568","39185288108","11522041694","13884805271","15040628580","16262396188","19758137835","22757139505","16428148603","44269679733","1550957601","975692767","3028274099","18607835448","47220858028","85095836485","22255340757","1590549035","17393234920","19988994597","24468365523","29652501305","14258170214","2717650","1475714","471985","481024","504631","544070","715940","815119","660595","802858","36766","167566","415384","1242318","1528472","2536678","1603936","335461","1951208","864859","419686","404344","165076"
"20223","11","서울시","CS200036","고시원","393072116","1653","343943250","49128866","111707616","41256048","31662317","94250331","65066938","34133356","14995510","0","54076034","74945305","85155341","125960599","52934837","136780776","256291340","0","143825235","15333333","34934837","198978711","0","1143","510","557","70","178","210","128","75","435","0","64","717","336","420","116","561","1092","0","1204","33","88","328","0"
"20223","11","서울시","CS200034","여관","65781678930","1478687","41990509829","23791169101","8315527336","7898990833","8007092049","8122535960","9646363651","12536204321","11254964780","17718407206","4384067223","5163603721","7879259651","16838816153","13797524976","43754439467","14897177898","971847271","15445906350","15312417295","11989513671","10072238687","4859694085","953956","524731","186445","177326","183769","190742","215674","267249","257482","329669","78784","153657","214461","393335","308781","1035780","373874","29480","495327","361940","229817","194450","98629"
"20223","11","서울시","CS200033","부동산중개업","7312465602","370587","5841573098","1470892504","902410874","1079266498","1049718642","1321109480","1489067604","1065850338","405042166","171387115","1110101520","1609724588","1902174090","2006016060","513062229","4077907978","2383498032","8929093","735828134","2285451011","1171857567","1462737795","796602415","294499","76088","51948","60916","59139","55301","67195","45850","30238","13075","52034","100769","105818","78480","20411","210671","99631","544","44500","103511","70494","60246","31012"
"20223","11","서울시","CS200032","가전제품수리","13475777422","245693","11476314830","1999462592","2163132956","2183128782","2353728576","2165973261","2610351255","1710637683","288824909","82303831","2546351066","4285523720","3995881889","2447323744","118393172","6030488713","5262265584","40431222","838747841","1343569083","2557717226","2836424696","3675864236","192891","52802","39493","40038","37787","37319","38254","33974","18828","14582","31745","57611","65883","55509","20363","157111","75030","7051","65970","31311","39314","41795","46694"
"20223","11","서울시","CS200031","세탁소","33447054871","2162447","27151413241","6295641630","4989856387","5407717759","6167567842","4840208685","5746062568","5316628674","979012956","373970320","5393562422","7025592224","9098934067","10364477497","1190518341","13545987267","15420464539","72520503","4250921938","7061958659","7353881927","6930895329","3295138135","1666952","495495","322902","324516","378358","311665","329511","369472","126023","57269","304265","429912","515786","718717","136498","1060945","1037131","10131","433899","532960","479900","434363","206735"
"20223","11","서울시","CS200030","피부관리실","51887308748","265437","41001455210","10885853538","6860949045","8561712276","7540755941","8659079490","9378958458","8527984450","2357869088","440970921","2347110138","11662943555","13862002739","19325936365","4248345030","11887564309","38599630108","138195367","9317855383","16837533356","9745733183","8764342182","5684624059","204523","60914","33810","40209","38634","42631","49239","45403","15511","3962","12619","63686","74231","95728","15211","72213","188905","1908","72586","84474","42203","37918","22052"
"20223","11","서울시","CS200029","네일숍","21863204033","271023","16889538155","4973665878","2680917965","3174744845","3838450775","3446034426","3749390144","3453701856","1519964022","53630401","252442443","5339220073","6195563670","9132800920","889546526","3297453298","18273556012","129188967","4209833619","6056822801","5202084850","3828657974","2144841908","212274","58749","34310","40079","42981","45052","49852","41774","16975","388","4382","67604","76151","112648","9850","40978","228317","2671","69305","83071","54380","38446","21434"
"20223","11","서울시","CS200028","미용실","283040571020","6252955","185046328698","97994242322","28331536269","30901988357","37456988247","39287641413","49068174412","60585882430","37408359892","325496377","7982964004","70766605005","94278062243","103940347888","5747095503","114867629925","164225748881","2441118527","47691017227","66275802186","66823726102","59922281734","35939605873","4186888","2066067","714673","710940","825385","875157","1060733","1226759","839308","4952","286872","1629626","1970015","2291050","70440","3512928","2712485","79109","1046400","1378772","1444801","1401086","875261"
"20223","11","서울시","CS200026","자동차미용","13636213152","189586","10950274156","2685938996","1952600267","1802070949","2503524226","2060441502","2631637212","1955696724","730242272","4772258","2536062721","3617667951","4640132177","2520865733","316712312","7005740317","2817159642","707344","427558485","2520706524","3004101534","2278028313","1591797753","141979","47607","24742","24917","29953","29349","33018","30809","16798","293","39618","56913","63660","27001","2101","100490","40631","39","8257","34049","43384","33718","21684"
"20223","11","서울시","CS200025","자동차수리","286564078563","1587733","243887225005","42676853558","41480912011","48730806940","49201005782","50341306653","54133193619","40634487926","2042365632","218702895","45574317809","77429276949","99388865064","63104904436","848011410","183237599309","63947115841","24428483","9817318713","45273469699","60673516346","69082828900","62308063885","1331039","256694","245060","263615","264537","269020","288807","241433","15261","402","320340","454780","532750","276814","2647","1044851","355184","364","66307","266536","340894","372087","353757"
"20223","11","서울시","CS200024","스포츠클럽","136754296373","656812","121945577128","14808719245","27421265289","26370504793","23416433449","21789779951","22947593646","9123465622","5685253623","876444272","14024559562","22833248643","25148627931","55796484376","18074931589","62310191054","68542083327","618178188","37884216064","35461079454","22726137073","23446151146","10716055945","515391","141421","116123","110891","98249","90717","99411","75567","65854","25343","78750","108995","128870","231353","83501","363224","284386","12159","220075","166324","99268","103782","46002"
"20223","11","서울시","CS200019","PC방","119372896087","24220832","76940762764","42432133323","15270004749","14117402323","14146794309","14666574453","18739986930","21780232746","20651900577","17756486940","7297514469","13804512673","21882725552","35873978317","22757678136","97307841479","21964124483","10810811378","62800545293","27818612433","8818371924","7139994597","1883630335","15734230","8486602","3097802","2888315","2904972","3013315","3829826","4346175","4140427","3341278","1456613","2748444","4729081","7463375","4482041","19492286","4722528","3095568","12679577","4949031","1721504","1425831","343306"
"20223","11","서울시","CS200017","골프연습장","82727743958","1779408","56911691610","25816052348","12031279999","11421272614","10678010222","11159208337","11621920438","13221187395","12594864953","3230025764","8001712809","12654885415","15920530481","28739844190","14180745299","54925956175","18606157173","25283695","3344361522","15258478023","22064102574","22564872182","10275173616","1145916","633492","226259","209339","222748","228526","259044","313062","320430","67922","150180","307883","362456","569867","321100","1325803","331360","840","72562","333442","499297","535493","215530"
"20223","11","서울시","CS200016","당구장","32920117706","1567911","23089228407","9830889299","4459457649","4349863008","4546763652","4670409953","5062734145","5302205746","4528683553","2248399105","1178852798","2420986857","5636414682","13358096776","8077367488","24738844452","7304672707","395430504","4671757523","5424201979","6614216574","9198281102","5740145649","1039715","528196","190559","190376","197378","209662","251740","287449","240747","105400","14749","88402","257856","662374","439130","1354620","187118","39838","198168","177940","306275","496056","323498"
"20223","11","서울시","CS200008","한의원","238375093267","6559666","193286213457","45088879810","40120537917","40927471097","35956379125","33639571000","42642254318","41201134441","3887745369","39758835","31770706534","83779594330","72399932735","49832683139","552417694","89751186299","146509589394","231208385","15886849559","37830907760","57603498238","59359053365","65348695070","5564811","994855","1116128","1109363","1086573","1015544","1237203","871462","123393","741","1150749","2165463","1840435","1396187","6091","2881940","3658755","12021","392196","845339","1192905","1507672","2590539"
"20223","11","서울시","CS200007","치과의원","625779758740","4417596","550939991123","74839767617","103425425368","124306739992","109323460618","92299700009","121584665136","71815115687","3024651930","0","83748228311","210052278031","202208043819","128533749733","1237458846","312458525861","310509002890","955898304","49356085366","88884995977","133678166676","166424284186","183667361595","3844200","573396","745576","862572","747048","646554","842450","556710","16686","0","779153","1335622","1502220","797245","3356","2168573","2241351","15649","452245","735889","1046869","1015527","1143664"
"20223","11","서울시","CS200006","일반의원","1603247870829","44547105","1373982161279","229265709550","267845631068","282772357418","241908814151","263849634572","317605724070","221375073480","7890636070","148016987","354427022919","505023629586","478885446136","263354473367","1409281834","601437652142","997406806197","4652279215","219165678341","350473022886","364046004889","354938013958","305569776481","38646863","5900242","8056921","7934588","7064246","7379959","8211149","5524218","376024","960","12165699","12336171","13531201","6485726","27348","20102189","24410638","317734","4638078","8471281","9882058","9473077","11730608"
"20223","11","서울시","CS200005","스포츠 강습","117742527034","494327","108993190457","8749336577","23709726818","22607359720","21762229800","20168119625","20745754494","6699609272","2049727305","285901402","9530391991","18079540486","26080672173","53380401235","10385619747","41766398075","72160198705","245900902","16021206924","29858386385","44998890720","16723339293","6079067515","438130","56197","93665","90264","86322","80795","87084","35180","21017","3897","36946","66249","124069","220371","42795","206150","278350","3397","56724","116323","220794","65014","22272"
"20223","11","서울시","CS200003","예술학원","143151342279","630414","121995789813","21155552466","22493595293","25409960565","24098228819","25385094996","24608910140","15873228132","5282324334","222029557","6675474913","23553434549","51083038575","51834285595","9783079090","58266330250","83296580783","804721735","8354121300","23218259600","77386693859","27134451604","4665476676","557826","72588","111536","117768","107586","113751","107185","56598","15990","1136","27573","107647","257409","211207","25442","249971","375844","4144","40465","133762","352946","75593","18914"
"20223","11","서울시","CS200002","외국어학원","78355941864","195634","73517301424","4838640440","15724985768","14760691399","14254743708","14194214412","14582666137","3166035211","1672605229","508299688","17093082836","14821362506","23949426221","18626800441","3356970172","34069506094","43394217100","85234644","2101227528","19867270353","45015831009","7824825578","2569331074","178467","17167","38792","36865","33013","34726","35071","11934","5233","1624","29297","33945","59997","59802","10969","79303","114396","749","10973","36811","115569","23294","6297"
"20223","11","서울시","CS200001","일반교습학원","838638747832","2653216","677580094947","161058652885","136277028054","135113560712","128850739362","133989764111","143349002708","101470721909","59587930976","4328668975","68516268921","118654851006","233875708252","341989022498","71274228180","359321084108","475431071945","1743768066","6097314811","51674176321","534155894787","221563764698","19517237371","2114725","538491","418727","412597","400712","427456","455233","333786","204705","13927","243212","382892","758473","1050465","204247","1110107","1535929","11610","31077","192774","1704053","648149","58362"
"20223","11","서울시","CS100010","커피-음료","754154945814","98507733","563528623931","190626321883","98364376315","108190962950","113278344570","114979471361","128715468735","103886310075","86740011808","4107127148","110147815252","253771792991","184300944669","164157480782","37669784972","301505157567","370042499092","12814229973","186744282289","190360191861","140062214617","97489587725","44077198763","76255776","22251957","13570754","14882484","15364494","15627429","16810615","12137355","10114602","267578","21644177","31692771","22542258","18841480","3519469","42838370","50071058","2021587","27017135","27193188","18696167","12799269","5182031"
"20223","11","서울시","CS100009","호프-간이주점","845182269304","18864833","584715450308","260466818996","90949559469","104512037143","112542843835","121707591640","155003418221","154973107497","105493711499","203839344330","6546033543","28646374097","20739743487","193213003145","392197770702","491495283241","269200658783","8264200493","239773032912","215075196700","133811188576","112696476560","51075846808","12972255","5892578","2148057","2316533","2486833","2631870","3388962","3391022","2501556","3712876","457868","1714183","998068","4613651","7368187","10642673","7222192","239154","6100013","4860486","2889664","2522245","1253338"
"20223","11","서울시","CS100008","분식전문점","325641586146","30400127","247301138222","78340447924","43213008159","47687515468","50083390593","50341772624","55975451378","44480752361","33859695563","7296471602","28357054489","109231711515","53222635166","102100893029","25432820345","146953718206","144994554564","5774649803","58297710603","69151892189","74513271232","56755796166","27454917532","23504059","6896068","4161275","4590968","4763440","4844803","5143573","3923312","2972756","498225","3304644","9973840","5200686","9485945","1936787","13974716","14989896","645484","6074436","7021697","7072789","5477003","2673142"
"20223","11","서울시","CS100007","치킨전문점","151084642461","5342291","109491551420","41593091041","17486493859","20404684808","21220673664","22226094850","28153604239","23390733163","18202357878","11534675817","583654924","5788785620","8652202833","65189865245","59335458022","85506382785","50254071694","1403355399","23914553048","29699606150","33744777817","31222288298","15775786085","3820752","1521539","616595","715361","738224","762348","988224","837601","683938","290377","39598","325723","407861","2545354","1733378","3031708","2033659","71141","933183","1090036","1204217","1144689","622183"
"20223","11","서울시","CS100006","패스트푸드점","181443450668","15952425","128663905549","52779545119","22824525419","24158188201","25277099270","26044076228","30360016431","27395165256","25384379863","4220094055","12173161963","53792845831","31256029484","64046779926","15954539409","85900483353","76364037137","3235038067","43019180947","42733524946","34931558821","26467961638","11877256032","11601732","4350693","2118729","2228933","2306854","2339827","2607389","2279396","2071297","508877","1493790","4536331","2750922","5132309","1530196","8063833","7255701","389397","4467570","4190015","3055849","2218990","997752"
"20223","11","서울시","CS100005","제과점","288835096151","28299141","211655565763","77179530388","37342752352","39685631136","43654797438","41934810424","49037574413","41986660607","35192869781","279156227","51016353573","72131958311","64907393841","83255973696","17244260503","102660201327","156952503978","2282062490","44214688065","61635544694","64005228641","51542941078","35932240385","21128208","7170933","3829402","4106980","4332789","4211205","4647832","3879141","3291792","26948","5567384","6519445","6031815","8278595","1874954","10434443","16734530","317985","5153181","6573966","6316129","5163298","3644479"
"20223","11","서울시","CS100004","양식음식점","370445681013","8943801","252931804803","117513876210","38135006293","45619519763","49825860482","54162216181","65189202084","66777366763","50736509447","17676878824","1888111740","101307275755","51639046855","134918856785","63015511054","148798621953","152848772543","3506870215","86253478169","94526193874","57882748916","40406841962","19069979484","6355655","2588146","1048251","1178197","1272196","1318752","1538259","1415963","1172183","228295","117299","3404294","1392467","3040894","760552","3672607","4433869","156675","2601503","2402964","1494397","1025656","425240"
"20223","11","서울시","CS100003","일식음식점","309205992598","7803833","239754173422","69451819176","38551020471","44815730840","49103982638","50160716712","57122722761","42189700848","27262118328","8823535617","588615281","94086774636","26228520401","116836191573","62642355090","136959785378","99309117867","2660213768","61623864407","68230166469","46222150888","36205479854","21327027877","6210855","1592978","1047105","1204411","1270603","1288856","1399880","918914","674064","107896","33263","3570268","891130","2573469","627807","3528619","3308340","150633","2093162","1891136","1236716","976428","488860"
"20223","11","서울시","CS100002","중식음식점","293301012210","9501485","216536242344","76764769866","36640922969","41131531757","43630130386","45260535556","49873121676","40492333174","36272436692","5473642588","2398107572","104888636216","35528072338","111424141164","33588412332","141216022420","88111148160","2516026571","42569798518","57901966293","52050263770","46049220251","28239944196","7253536","2247949","1242256","1404932","1477808","1510946","1617594","1180985","1066964","122598","106525","4394418","1385778","2993407","498759","5111411","3322672","176081","1707194","1994415","1897130","1645471","1013764"
"20223","11","서울시","CS100001","한식음식점","3636484687596","102808164","2705428230329","931056457267","463659985002","511186893640","539165222197","558383098741","633033030749","523579926023","407476531244","112396588033","71964961855","994564157392","354590570320","1497391416587","605576993409","1828402162505","1092986594555","15046318900","481154582857","670723377191","619497721897","632307123929","502645261661","80028925","22779239","14405511","15685375","16090794","16298843","17548402","12608275","10170964","2398175","3433861","42561007","12106902","32673431","9634788","55678632","35946909","730840","15915937","20500569","18978948","19648966","15849485"
"20222","11","서울시","CS300043","전자상거래업","40108621487","772043","26231531573","13877089914","4041941850","6330495867","4242060547","5109127088","6507906221","7143621544","6733468370","325927662","1582650114","10017065095","12703842154","14264739684","1214396778","19384738260","17098743609","226459965","7793706923","12272860589","7433980215","4940926262","3815547909","493910","278133","86080","86490","97092","108374","115874","169246","108887","12986","18926","180220","269646","255376","34888","379793","369321","12986","227738","214514","140256","89263","64353"
"20222","11","서울시","CS300036","조명용품","436542634745","3855928","399409073358","37133561387","74643649636","90482705088","84741228506","77101774870","72439715258","32125448190","5008113197","345165364","114422765311","128582663859","147440633870","41788975363","3962430978","218310253516","111963223093","53482973","11026499842","34375890439","84532261493","118406328414","81879013447","3303253","552675","701952","700786","622765","624096","653654","464762","87913","2135","935693","1163407","1232964","518957","2772","2139811","876116","2298","130733","398439","614470","895600","974401"
"20222","11","서울시","CS300035","인테리어","59830063774","942319","49432783333","10397280441","8013553293","10268108166","8497891027","10538248315","12114982532","9033292389","1363988052","338814343","17714127543","16918322458","16762651965","8007869806","88277659","27510070039","16949473160","45379311","1601881998","4002206534","7849415664","13555907933","17404751747","761675","180644","149994","158785","149665","151129","152102","142758","37886","1525","264930","266634","261923","145253","2054","495358","293336","1959","46827","97334","134042","227524","281029"
"20222","11","서울시","CS300033","철물점","52329806700","1565192","44979843866","7349962834","10201401722","9285130216","8150527466","8116493122","9226291340","6245791537","1104171297","64467656","16248937043","14503717411","14581127645","6849480606","82076339","25239342379","13523343662","14530938","1710233996","5061190287","8126846687","11361525183","12488438635","1300345","264847","269571","267704","248805","246992","267273","215820","49027","1030","455416","434832","435157","235914","2843","842958","360865","1763","89097","199166","248857","328777","336170"
"20222","11","서울시","CS300032","가전제품","275863558249","657401","171605650675","104257907574","45664205643","29245451970","29676451233","32241399058","34778142771","51098692312","53159215262","0","13849412987","72330808364","103578016513","84757050351","1348270034","144014265631","121252941746","241189703","12526559071","53629273171","66874410014","67291931518","64703843901","423434","233967","97875","82362","81420","80278","81499","116662","117305","0","44427","173985","229866","205746","3377","361620","275376","1139","42565","121029","143589","158261","170422"
"20222","11","서울시","CS300031","가구","186403086908","546855","131265249703","55137837205","24818558001","30315387568","22944974010","27402882868","25783447256","31259253239","23878583966","59300514","11064736259","51191203653","79169272092","44396563441","522010949","87198405130","82612935218","25959066","6332711721","26636185396","33783367423","44741112586","58286681331","443826","103029","85750","97790","82299","87422","90565","67193","35836","1112","97988","191374","176539","79614","228","272607","213861","1198","53449","97105","102007","128232","104474"
"20222","11","서울시","CS300029","애완동물","16343710173","453174","10883579797","5460130376","2308089983","2001599779","2258665269","1975051459","2340173307","3149690293","2310440083","51479682","737250335","3896700390","5188616533","5827816153","641847080","6903843147","9225179218","102141779","2419921476","3651886758","3425364862","3746135218","2783535737","311627","141547","65283","61915","59540","57379","67510","81048","60499","1612","23798","101238","139456","169444","17626","169518","280439","2684","63658","87331","87852","119619","88804"
"20222","11","서울시","CS300028","화초","97146689957","2550950","68682304515","28464385442","12832425749","11914829923","13206518477","13429241039","17299289327","17976763028","10487622414","398862253","14740735361","26917260693","30450507642","22554111113","2085212895","32713288041","40843487905","642645017","10822312170","17450600192","14961220608","14799324628","14880640403","1663758","887192","294698","296759","309989","325797","436515","537559","349633","3229","271511","721261","760842","735033","59074","937936","1354835","38209","455753","585007","448925","409638","355274"
"20222","11","서울시","CS300027","섬유제품","47283396124","480195","36898791093","10384605031","6264285373","6867281035","7773988588","8591357617","7401878480","6943096137","3441508894","36770303","5483962378","11624536816","19781918241","10131669425","224538961","14066519890","26285255470","8238266","1520172704","4783733838","6539800043","12370683351","15129147150","370337","109858","68589","82963","75112","71531","72142","71827","38031","68","58776","137286","173326","107237","3502","153337","296518","288","20543","51115","73206","136340","168361"
"20222","11","서울시","CS300026","완구","11929344287","212960","8360761221","3568583066","1181591318","1766629151","1650273868","2086944345","1675322539","2308341949","1260241117","40652494","835809043","3297936281","3608068820","3816376666","330500983","8830807351","2409944029","66124977","1444516494","2285221958","2532217210","2277473922","2635196821","132918","80042","21564","21767","27053","29128","33406","50840","29202","1790","14423","50019","70588","70434","5706","151476","58189","3242","40588","44009","45726","33860","42248"
"20222","11","서울시","CS300025","자전거 및 기타운송장비","56500179437","377469","36067440396","20432739041","6162361500","7112016972","8333461163","7097638849","7361961912","11972319799","8460419242","3306013","3739287534","14966176008","20737491384","16580330839","473587659","39850818550","12111708196","195793964","2778629855","10121815344","16899097254","12955374397","9011256693","246626","130843","49060","46007","45626","45623","60310","77159","53684","16","30298","101067","131860","112510","1718","269860","87536","4733","26416","64926","103367","84931","73017"
